prompt_id,task_name,strategy,length,specificity,vocabulary,syntax,entropy_mean,entropy_std,ppl_mean,ppl_std,t1a_mean,t1a_std,sc_mean,ctr_mean,ctr_std,strategy_code,length_code,specificity_code,vocab_code,syntax_code
489,prod_signs,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.388029823852039,0.0506056558877236,20.950765237819247,0.7518926451034572,0.0,0.0,0.983928216587308,0.9283841757999062,0.0051138979527873,2,2,2,2,0
490,prod_signs,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.371789942723088,0.0106823088970631,20.70388539182261,0.1541163291475136,0.0,0.0,0.9656410025136376,0.9371325726943496,0.0002101943409755,2,2,2,2,1
491,minPath,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.452369960109431,0.07184339053307,21.91922010076552,1.0603558845715084,0.0,0.0,0.9027153371922868,0.9485499141480536,0.0049554272406956,0,0,0,0,0
492,minPath,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.502778005597507,0.0,22.671029575711582,0.0,0.0,0.0,1.0000000000000002,0.923728813559322,0.0,0,1,1,1,1
493,minPath,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.355156272757961,0.0,20.465986056428434,0.0,0.0,0.0,1.0,0.951219512195122,0.0,1,1,2,2,0
494,minPath,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.574656756913634,0.0,23.82916934770694,0.0,0.0,0.0,0.9999999999999996,0.934959349593496,0.0,2,2,2,2,0
495,minPath,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.565534789212396,0.0126687304527292,23.679890079160657,0.2083079047008904,0.0,0.0,0.9850720642105412,0.9411686586985392,0.0040120017920751,2,2,2,2,1
496,tri,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.295433352952445,0.005720851569312,19.63621141385825,0.0779058382436427,0.0,0.0,0.9969410292364342,0.932734919339652,0.0001845074189529,0,0,0,0,0
497,tri,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.223910441238269,0.0,18.686318279690354,0.0,0.0,0.0,0.9999999999999998,0.95,0.0,0,1,1,1,1
498,tri,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.233700902384864,0.0,18.813559198268987,0.0,0.0,0.0,1.0000000000000002,0.930635838150289,0.0,1,1,2,2,0
499,tri,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.277106579824524,0.0151291520867188,19.3892593909974,0.2028878631493713,0.0,0.0,0.9919690991623328,0.9519088669950738,0.0008295685705238,2,2,2,2,0
500,tri,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.277094621295163,0.0026821942966025,19.38806761664606,0.0360316604726649,0.0,0.0,0.9897400569651624,0.9530293819655522,0.0003242147922999,2,2,2,2,1
