prompt_id,task_name,task_difficulty,strategy,length,specificity,vocabulary,syntax,prompt_text
95,how_many_times,easy,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named how_many_times is required. Its purpose is to Count how many times a substring appears including overlaps.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
96,sort_numbers,easy,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called sort_numbers that Sort a space-delimited string of English number words.
97,sort_numbers,easy,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function sort_numbers should Sort a space-delimited string of English number words. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
98,sort_numbers,easy,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function sort_numbers that Sort a space-delimited string of English number words.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement sort_numbers following the same pattern. Use type hints. Return the correct data type."
99,sort_numbers,easy,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called sort_numbers that Sort a space-delimited string of English number words.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
100,sort_numbers,easy,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named sort_numbers is required. Its purpose is to Sort a space-delimited string of English number words.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
101,find_closest_elements,easy,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called find_closest_elements that Find the two closest numbers in a sorted list.
102,find_closest_elements,easy,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function find_closest_elements should Find the two closest numbers in a sorted list. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
103,find_closest_elements,easy,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function find_closest_elements that Find the two closest numbers in a sorted list.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement find_closest_elements following the same pattern. Use type hints. Return the correct data type."
104,find_closest_elements,easy,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called find_closest_elements that Find the two closest numbers in a sorted list.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
105,find_closest_elements,easy,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named find_closest_elements is required. Its purpose is to Find the two closest numbers in a sorted list.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
